artist,n_songs,n_tokens,ttr,hapax_ratio,mat_density,sentiment_lex,top_emotions,year_min,year_max
Любовь,1,362,0.4861878453038674,0.32320441988950277,0.0,0.058011049723756904,"joy:15,sadness:4",,
Людмила Зыкина dnb mix,1,161,0.577639751552795,0.43478260869565216,0.0,0.0,,,
Ляляля,1,205,0.5170731707317073,0.3121951219512195,0.0,0.03902439024390244,joy:1,,
Лёша Маэстро,1,221,0.5203619909502263,0.38461538461538464,0.0,0.013574660633484163,"joy:3,sadness:1",,
М8Л8Tx,1,135,0.6962962962962963,0.5481481481481482,0.0,0.022222222222222223,joy:4,,
МЖ,1,90,0.7666666666666667,0.6222222222222222,0.0,0.05555555555555555,joy:3,,
Маевский Сергей,1,198,0.6565656565656566,0.4797979797979798,0.0,0.0,"joy:2,disgust:1,fear:1",,
Макс,1,303,0.5247524752475248,0.32673267326732675,0.009900990099009901,0.039603960396039604,joy:4,,
Максим Ак-47,1,266,0.6691729323308271,0.5075187969924813,0.02631578947368421,0.05639097744360902,joy:11,,
МанТана,1,383,0.6057441253263708,0.4386422976501306,0.010443864229765013,0.020887728459530026,"joy:5,sadness:3,fear:1",,
Марго Сирин,1,222,0.5855855855855856,0.3918918918918919,0.0,0.0045045045045045045,"joy:4,sadness:3,surprise:1",,
Маркул,1,387,0.627906976744186,0.5167958656330749,0.015503875968992248,0.0,"anger:3,fear:3,joy:3",,
"Марьяж ""Декорации""",1,144,0.5416666666666666,0.3958333333333333,0.0,0.013888888888888888,"joy:1,sadness:1",2007.0,2007.0
Мельница--Сонный рыцарь-,1,141,0.5815602836879432,0.45390070921985815,0.0,0.0,"surprise:2,anger:1,fear:1",,
Ми типа гриби,1,216,0.5370370370370371,0.3425925925925926,0.0,0.013888888888888888,"joy:5,sadness:2",2025.0,2025.0
Мирко Саблич,1,252,0.5317460317460317,0.373015873015873,0.0,-0.003968253968253968,,,
Михаил Михайлов,1,241,0.43568464730290457,0.25311203319502074,0.012448132780082987,0.008298755186721992,"joy:3,surprise:1",,
Миша Fint,1,248,0.5806451612903226,0.43548387096774194,0.0,0.028225806451612902,"joy:7,anger:2,sadness:2",,
Мишари Рашид Аль-Афаси,1,350,0.6371428571428571,0.5228571428571429,0.0,0.0,,,
Мияги,1,354,0.4943502824858757,0.3559322033898305,0.0,0.12994350282485875,"joy:42,surprise:2",,
Молотх,1,127,0.7086614173228346,0.5511811023622047,0.0,0.023622047244094488,joy:4,,
Моя Дерзкая Правда,1,104,0.7596153846153846,0.6538461538461539,0.0,0.009615384615384616,anger:1,2026.0,2026.0
Музыкальная жизнь™,1,115,0.591304347826087,0.3739130434782609,0.0,0.043478260869565216,joy:5,,
Мультфильмы детские,1,249,0.40963855421686746,0.2248995983935743,0.0,0.028112449799196786,joy:3,,
Муровей,1,361,0.6620498614958449,0.5124653739612188,0.0,0.00554016620498615,"disgust:1,fear:1,surprise:1",,
Мытарь,1,137,0.708029197080292,0.5985401459854015,0.0,0.021897810218978103,joy:2,2020.0,2020.0
Надо по делам,1,479,0.5908141962421712,0.4363256784968685,0.012526096033402923,0.014613778705636743,"joy:6,disgust:4,sadness:1",2011.0,2011.0
Наречена_Михайло Хома,1,67,0.6417910447761194,0.44776119402985076,0.0,0.0,,,
Наталья Барсукова,1,153,0.673202614379085,0.5490196078431373,0.0,0.0392156862745098,joy:6,,
Наташа,1,128,0.6015625,0.359375,0.0,0.0,"joy:2,sadness:2",,
Нежеголь,1,186,0.6505376344086021,0.46774193548387094,0.0,0.05913978494623656,joy:5,,
НоГГано feat Витя ак-47,1,271,0.4797047970479705,0.3800738007380074,0.0036900369003690036,0.0,"fear:1,joy:1",,
Нюрнберг,1,142,0.5985915492957746,0.3591549295774648,0.0,0.028169014084507043,joy:1,,
О. Васильчак та С.Роговський,1,83,0.7951807228915663,0.6746987951807228,0.0,0.012048192771084338,,,
ОСП - С.Белоголовцев,1,231,0.6320346320346321,0.4675324675324675,0.0,0.008658008658008658,"joy:2,anger:1",,
Оксана Дроздова.,1,112,0.75,0.5535714285714286,0.0,0.05357142857142857,"joy:3,sadness:1",,
Оксана Почепа,1,65,0.7230769230769231,0.5538461538461539,0.0,0.046153846153846156,"joy:4,sadness:1",,
Ольга Арефьева,1,115,0.5391304347826087,0.3391304347826087,0.0,0.0,"joy:1,sadness:1,surprise:1",2004.0,2004.0
Оратория,1,91,0.7142857142857143,0.5604395604395604,0.0,0.02197802197802198,,,
От Винта,1,70,0.6857142857142857,0.42857142857142855,0.0,0.0,,,
ПОЛЮСА,1,89,0.8089887640449438,0.7191011235955056,0.0,0.02247191011235955,,,
Пабло Прекрати,1,236,0.7754237288135594,0.6483050847457628,0.00423728813559322,0.0211864406779661,"joy:2,fear:1",2014.0,2014.0
Павел Пиковский,1,281,0.6761565836298933,0.5338078291814946,0.0,0.0071174377224199285,"joy:7,sadness:2",,
Пальчики,1,272,0.3713235294117647,0.23529411764705882,0.0,0.10294117647058823,"joy:28,surprise:7,fear:2",2022.0,2022.0
Парт скруджа,1,76,0.7763157894736842,0.6710526315789473,0.0,0.02631578947368421,joy:1,,
Патриотические. Русские народные военные песни.,1,143,0.6853146853146853,0.5384615384615384,0.0,0.06293706293706294,"joy:7,anger:1",,
Пацантрэ,1,132,0.5984848484848485,0.36363636363636365,0.0,-0.022727272727272728,"fear:2,joy:1,sadness:1",2024.0,2024.0
Перевалов Геннадий,1,77,0.7402597402597403,0.5454545454545454,0.0,0.06493506493506493,joy:4,,
Песни Фанатов ЦСКА,1,79,0.6708860759493671,0.46835443037974683,0.02531645569620253,0.012658227848101266,"joy:1,surprise:1",,
Песни из детских фильмов,1,178,0.4550561797752809,0.24157303370786518,0.0,0.011235955056179775,,,
Песни орлятского круга,1,90,0.6666666666666666,0.43333333333333335,0.0,0.06666666666666667,"joy:3,surprise:1",,
Песня Красной Шапочки,1,165,0.42424242424242425,0.18787878787878787,0.0,0.012121212121212121,,,
Песьня.,1,173,0.5895953757225434,0.4508670520231214,0.0,-0.023121387283236993,"fear:3,anger:1,disgust:1",,
Петя OST,1,146,0.678082191780822,0.5273972602739726,0.0,0.04794520547945205,"joy:7,sadness:1",,
Пика,1,151,0.7748344370860927,0.6225165562913907,0.0,0.026490066225165563,"joy:4,fear:1,surprise:1",2020.0,2020.0
Пикачушь,1,295,0.28135593220338984,0.17288135593220338,0.0,0.03389830508474576,joy:7,,
Пилот,1,206,0.5679611650485437,0.4077669902912621,0.0,0.03398058252427184,"joy:4,disgust:1,sadness:1",,
Полина Гагарина,1,102,0.3333333333333333,0.14705882352941177,0.0,0.0196078431372549,sadness:5,2005.0,2005.0
Потратил тыщу баксов,1,390,0.49743589743589745,0.3564102564102564,0.002564102564102564,0.007692307692307693,"joy:4,anger:2,sadness:1",,
Праздничный хор,1,104,0.7211538461538461,0.5865384615384616,0.0,0.019230769230769232,"joy:3,fear:2,sadness:2",,
Пума,1,588,0.44047619047619047,0.3469387755102041,0.013605442176870748,0.017006802721088437,"joy:12,anger:2",,
Рharaoh,1,339,0.45427728613569324,0.36283185840707965,0.011799410029498525,0.0058997050147492625,"disgust:1,joy:1",,
РАСКОЛЬНИКОВ,1,253,0.7351778656126482,0.6086956521739131,0.007905138339920948,0.003952569169960474,"anger:3,joy:3",,
РВиА,1,97,0.7525773195876289,0.5567010309278351,0.0,-0.041237113402061855,"anger:4,fear:1",,
РЭМ ДИГО,1,281,0.49466192170818507,0.35231316725978645,0.0,-0.0035587188612099642,"joy:4,sadness:1,surprise:1",,
Раиса Неменова,1,146,0.5821917808219178,0.3904109589041096,0.0,0.0410958904109589,joy:4,,
Раш,1,145,0.7862068965517242,0.6620689655172414,0.006896551724137931,0.0,,,
Ресторатор,1,375,0.6666666666666666,0.544,0.008,-0.0026666666666666666,"anger:2,fear:1,joy:1",,
РоЭмДи a.k.a. Рэм'Дига,1,420,0.6714285714285714,0.5428571428571428,0.004761904761904762,0.0,"joy:4,anger:2,fear:2",,
Русская Императорская армія,1,117,0.42735042735042733,0.1111111111111111,0.0,-0.017094017094017096,fear:4,,
Русские Знаки,1,70,0.7857142857142857,0.6571428571428571,0.0,0.014285714285714285,joy:1,2024.0,2024.0
Русские народные песни - Хор Валаамского Монастыря,1,115,0.6608695652173913,0.5565217391304348,0.0,0.0,"fear:1,joy:1",,
Русские романсы,1,156,0.4358974358974359,0.26282051282051283,0.01282051282051282,0.01282051282051282,"joy:1,sadness:1,surprise:1",2021.0,2021.0
Рэм Дига _ Она такая одна,1,273,0.5421245421245421,0.37362637362637363,0.0,0.007326007326007326,"joy:4,sadness:2,anger:1",,
Рэм Дигга feat Lady,1,231,0.6060606060606061,0.46320346320346323,0.0,-0.008658008658008658,"sadness:2,fear:1,joy:1",,
Рэм Дигга feat Баста,1,260,0.7038461538461539,0.5884615384615385,0.0,0.015384615384615385,"joy:2,anger:1,disgust:1",,
Рэм Дигга-Баста,1,271,0.5313653136531366,0.36900369003690037,0.0,0.0,"joy:2,sadness:2,anger:1",,
Рэм'Дигга,1,483,0.6935817805383023,0.5714285714285714,0.004140786749482402,0.006211180124223602,"disgust:3,joy:3,sadness:3",,
Рэм-Дига,1,497,0.5513078470824949,0.41448692152917505,0.004024144869215292,-0.02012072434607646,"joy:8,fear:7,anger:6",,
С.Ротару,1,144,0.7708333333333334,0.6597222222222222,0.0,0.0,,,
СИЛЕН Radio Beograd 2 -,1,216,0.7824074074074074,0.6851851851851852,0.0,0.009259259259259259,,,
СТЕПАНЕНКО Pump,1,454,0.004405286343612335,0.0,0.0,0.0,,,
Саша rAp,1,131,0.7557251908396947,0.6259541984732825,0.022900763358778626,0.0,joy:1,,
Саша Бест,1,135,0.6518518518518519,0.48148148148148145,0.014814814814814815,0.02962962962962963,"disgust:1,joy:1,sadness:1",2025.0,2025.0
Саша Капустина,1,160,0.4625,0.28125,0.0,-0.0125,"sadness:2,joy:1",,
Светлана Копылова,1,238,0.680672268907563,0.5504201680672269,0.0,0.004201680672268907,"joy:1,sadness:1,surprise:1",,
Светлана Разина,1,152,0.375,0.19078947368421054,0.0,0.05921052631578947,"joy:6,sadness:1",2023.0,2023.0
Свобода воли,1,179,0.5586592178770949,0.3687150837988827,0.0,0.01675977653631285,"fear:7,anger:1",,
"Сводный хор ""АП"")",1,123,0.4715447154471545,0.34959349593495936,0.0,0.016260162601626018,joy:1,,
Святитель Иоанн Златоуст,1,315,0.42857142857142855,0.273015873015873,0.0,0.09841269841269841,joy:20,,
Семёнова Мария,1,162,0.8827160493827161,0.8209876543209876,0.0,0.006172839506172839,,,
Сергей Бабкин,1,188,0.5159574468085106,0.39361702127659576,0.0,0.0,"fear:1,joy:1",,
Сергей Хижняк,1,164,0.4878048780487805,0.35365853658536583,0.0,0.10975609756097561,joy:8,,
Сидоджи Дубоshit,1,272,0.7683823529411765,0.6948529411764706,0.003676470588235294,-0.003676470588235294,"anger:1,joy:1,surprise:1",,
Скептик,1,350,0.6514285714285715,0.5171428571428571,0.005714285714285714,0.014285714285714285,"joy:4,anger:3,surprise:1",2012.0,2012.0
Скрудж АНАНАС,1,77,0.5454545454545454,0.42857142857142855,0.0,-0.012987012987012988,fear:1,,
Скрудж МакДак,1,156,0.3525641025641026,0.24358974358974358,0.21153846153846154,0.0,,,
Скрудж Макдак,1,164,0.5304878048780488,0.2865853658536585,0.0,0.012195121951219513,"joy:5,anger:2,surprise:1",,
Скруджи & Баста,1,684,0.47368421052631576,0.3654970760233918,0.0,0.008771929824561403,"joy:5,fear:4,sadness:4",,
Скруджи & Дана Соколова,1,235,0.5957446808510638,0.4553191489361702,0.00425531914893617,0.0425531914893617,"joy:4,anger:1",,
Скруджи и Кристина Си.,1,337,0.43026706231454004,0.2344213649851632,0.008902077151335312,0.011869436201780416,"joy:5,fear:2,sadness:2",,
Скрябін,1,97,0.711340206185567,0.5773195876288659,0.0,-0.020618556701030927,"disgust:3,anger:1,fear:1",,
Слот,1,272,0.3713235294117647,0.23529411764705882,0.0,0.10294117647058823,"joy:28,surprise:7,fear:2",,
Солдат Семёнов,1,130,0.6615384615384615,0.4846153846153846,0.0,0.023076923076923078,joy:2,,
Сплин,1,203,0.6600985221674877,0.5467980295566502,0.009852216748768473,0.009852216748768473,,2007.0,2007.0
Стас Михайлов,1,110,0.5636363636363636,0.35454545454545455,0.0,0.09090909090909091,"joy:12,sadness:2",,
Странник Стк,1,289,0.5363321799307958,0.3771626297577855,0.0,0.01730103806228374,"joy:7,sadness:1,surprise:1",,
Стрелки,1,168,0.7321428571428571,0.6011904761904762,0.0,0.041666666666666664,"joy:6,disgust:1",2001.0,2001.0
Сэт,1,269,0.6022304832713755,0.4312267657992565,0.0,0.02973977695167286,"joy:3,fear:1",,
ТОНИ РАУТ,1,183,0.6284153005464481,0.41530054644808745,0.0,-0.03825136612021858,"sadness:8,joy:3,disgust:1",,
ТРИАГРУТРИКА ],1,618,0.686084142394822,0.5711974110032363,0.006472491909385114,0.011326860841423949,"joy:4,fear:3,anger:2",,
Тандем,1,240,0.49583333333333335,0.3625,0.0,0.025,"joy:6,sadness:4",,
Тараканы,1,169,0.5325443786982249,0.34911242603550297,0.0,-0.01775147928994083,"sadness:2,fear:1,surprise:1",2025.0,2025.0
Тбили | Дядя Скруджи,1,166,0.6144578313253012,0.46987951807228917,0.024096385542168676,-0.018072289156626505,"joy:2,sadness:2,anger:1",,
Твайлайт Спаркл,1,466,0.45064377682403434,0.2875536480686695,0.0,0.012875536480686695,"joy:11,sadness:4,fear:2",,
Тимур Спб,1,379,0.46437994722955145,0.3482849604221636,0.0,0.0395778364116095,"joy:8,sadness:4",,
Типа РВ!,1,140,0.5642857142857143,0.38571428571428573,0.0,-0.007142857142857143,sadness:3,,
Тони Раунд amp,1,555,0.5063063063063064,0.372972972972973,0.0018018018018018018,-0.014414414414414415,"fear:10,joy:6,anger:5",,
Тони Раут Гари Топор,1,112,0.875,0.7678571428571429,0.0,0.008928571428571428,"fear:2,joy:2,sadness:1",,
Тони Раут-Псих с ножом,1,235,0.6,0.4297872340425532,0.0,-0.00851063829787234,"joy:2,anger:1,fear:1",,
Тони Раут/Гарри Топор,1,250,0.68,0.552,0.0,0.04,"joy:4,anger:3,fear:2",,
Тони раут,1,311,0.6463022508038585,0.5144694533762058,0.003215434083601286,0.012861736334405145,"joy:3,disgust:1,fear:1",,
Тони-Раут&Гари-топор13-UL,1,334,0.4940119760479042,0.344311377245509,0.011976047904191617,-0.014970059880239521,"sadness:3,joy:2,fear:1",,
Тонни Раут/Гарри Топор,1,455,0.47692307692307695,0.3076923076923077,0.0,0.013186813186813187,"joy:4,sadness:3,surprise:1",,
Триагутрика,1,638,0.6755485893416928,0.5564263322884012,0.006269592476489028,0.0109717868338558,"joy:4,fear:3,anger:2",,
У Дядюшки Скруджа тысяча фунтов,1,395,0.2,0.035443037974683546,0.0,-0.002531645569620253,"joy:9,anger:5,sadness:5",,
Убийцы Crystal,1,137,0.44525547445255476,0.18248175182481752,0.0,0.072992700729927,joy:6,,
Уматурман,1,365,0.4821917808219178,0.33972602739726027,0.0,-0.0027397260273972603,"joy:15,anger:12,fear:6",2004.0,2004.0
ФИЗТЕХпесня,1,113,0.6902654867256637,0.504424778761062,0.0,0.035398230088495575,"fear:1,joy:1",,
Фанаты ЦСКА,1,79,0.6708860759493671,0.46835443037974683,0.02531645569620253,0.012658227848101266,"joy:1,surprise:1",,
Фархетдинова Зайнап,1,71,0.6619718309859155,0.49295774647887325,0.0,0.0,,,
Хабиб Шарипов,1,55,0.509090909090909,0.32727272727272727,0.0,0.0,,,
Хай Хэт,1,120,0.6416666666666667,0.5166666666666667,0.0,0.03333333333333333,"joy:4,sadness:2",,
Хайд,1,387,0.627906976744186,0.5167958656330749,0.015503875968992248,0.0,"anger:3,fear:3,joy:3",,
"Хайд ""Нерв""",1,387,0.6330749354005168,0.5193798449612403,0.015503875968992248,0.0,"anger:3,fear:3,joy:3",,
Хана,1,239,0.3891213389121339,0.26359832635983266,0.0,-0.0041841004184100415,"joy:1,sadness:1",,
Хатико,1,146,0.678082191780822,0.5273972602739726,0.0,0.04794520547945205,"joy:7,sadness:1",,
Хома,1,171,0.5730994152046783,0.40350877192982454,0.0,0.0,"joy:3,anger:1,disgust:1",2021.0,2021.0
Хор,1,79,0.4810126582278481,0.26582278481012656,0.0,0.0,surprise:1,1999.0,1999.0
Хор Минского Свято-Елисаветинского монастыря. ),1,104,0.7211538461538461,0.5865384615384616,0.0,0.019230769230769232,"joy:3,fear:2,sadness:2",,
ЦеРН,1,338,0.4378698224852071,0.30177514792899407,0.0,0.05621301775147929,"joy:12,sadness:1",,
Цыганский Барон Олександр Набок,1,125,0.464,0.328,0.0,0.048,joy:2,,
Четыре таракана,1,167,0.5269461077844312,0.3413173652694611,0.0,-0.017964071856287425,"sadness:2,fear:1,surprise:1",,
Чечерина,1,169,0.2603550295857988,0.14792899408284024,0.0,0.01775147928994083,joy:3,2000.0,2000.0
ЧиКо,1,589,0.601018675721562,0.44142614601018676,0.001697792869269949,0.013582342954159592,"joy:5,sadness:3,anger:1",,
ЧиСтО боМ боММ,1,336,0.5238095238095238,0.34523809523809523,0.026785714285714284,0.023809523809523808,"joy:7,fear:1",,
ШИРЯЕВ ОЛЕГ,1,133,0.7669172932330827,0.6691729323308271,0.0,-0.022556390977443608,"sadness:2,fear:1,joy:1",,
Шишков Сергей,1,160,0.575,0.425,0.0,-0.025,"fear:3,anger:1,disgust:1",2024.0,2024.0
Эдуард Эдуаши,1,139,0.5323741007194245,0.3381294964028777,0.007194244604316547,0.03597122302158273,"joy:6,anger:1,sadness:1",,
Элвин,1,306,0.2549019607843137,0.10784313725490197,0.0,0.016339869281045753,"joy:3,sadness:2",,
Эмир Камалиев,1,376,0.7898936170212766,0.648936170212766,0.0026595744680851063,0.0026595744680851063,joy:1,,
ЮГ,1,603,0.5671641791044776,0.41956882255389716,0.001658374792703151,0.029850746268656716,"joy:12,fear:3,sadness:2",,
Юлия Самошкина,1,110,0.32727272727272727,0.11818181818181818,0.0,-0.02727272727272727,"sadness:2,anger:1",,
Юрий Хованский,1,384,0.5390625,0.421875,0.0078125,-0.0026041666666666665,"sadness:2,anger:1,joy:1",,
Ясвена,1,256,0.4140625,0.25,0.0,-0.01171875,"sadness:9,anger:4,fear:1",,
абстрактный бомж,1,258,0.4496124031007752,0.29069767441860467,0.0,-0.01937984496124031,"joy:2,sadness:1",,
ак 47,1,162,0.5987654320987654,0.4506172839506173,0.0,0.030864197530864196,joy:5,,
ака 47,1,439,0.5284738041002278,0.3917995444191344,0.06378132118451026,0.00683371298405467,"disgust:2,joy:2",,
ака47 ek playaz,1,254,0.6732283464566929,0.5511811023622047,0.003937007874015748,0.023622047244094488,joy:7,,
аль-Хайям и Jah Khalib,1,312,0.5288461538461539,0.36217948717948717,0.0,-0.009615384615384616,"sadness:5,joy:2,fear:1",,
американские сайты с порнофильмами,1,67,0.8208955223880597,0.6865671641791045,0.0,0.0,,,
анна ривелотэ,1,201,0.6965174129353234,0.5472636815920398,0.0,0.004975124378109453,"sadness:2,joy:1",,
витос,1,201,0.3034825870646766,0.14925373134328357,0.0,0.09950248756218906,"joy:15,sadness:3",,
вудман,1,84,0.7738095238095238,0.6071428571428571,0.0,0.0,,,
гари топор,1,346,0.6213872832369942,0.4884393063583815,0.0,0.002890173410404624,"fear:10,joy:4,sadness:3",,
группа Весна,1,164,0.2926829268292683,0.13414634146341464,0.0,0.08536585365853659,joy:13,,
дадада я зашквар,1,301,0.49169435215946844,0.3920265780730897,0.013289036544850499,0.0033222591362126247,"disgust:1,joy:1",,
детская песенка,1,173,0.5895953757225434,0.4508670520231214,0.0,-0.023121387283236993,"fear:3,anger:1,disgust:1",,
длиные порно ролики,1,135,0.7851851851851852,0.6518518518518519,0.007407407407407408,-0.014814814814814815,"disgust:1,fear:1",,
иезекииль 25:17,1,315,0.580952380952381,0.4158730158730159,0.0,0.031746031746031744,"anger:4,joy:2,fear:1",2008.0,2008.0
из к/ф,1,165,0.41818181818181815,0.18787878787878787,0.0,0.012121212121212121,,,
макс+100500,1,589,0.601018675721562,0.44142614601018676,0.001697792869269949,0.013582342954159592,"joy:5,sadness:3,anger:1",,
мэдокс,1,156,0.7307692307692307,0.5961538461538461,0.0,0.0,"anger:1,sadness:1",,
на грузинском,1,103,0.42718446601941745,0.18446601941747573,0.0,0.019417475728155338,"joy:3,sadness:1",,
не ну это пиздец песня,1,535,0.4542056074766355,0.2205607476635514,0.013084112149532711,0.026168224299065422,"joy:9,sadness:2",,
не услышанный лирик,1,491,0.4745417515274949,0.3319755600814664,0.048879837067209775,0.016293279022403257,"joy:8,anger:5,disgust:1",,
негатив и скруджи,1,286,0.4965034965034965,0.3706293706293706,0.0,0.06293706293706294,"joy:16,fear:1",,
порнофильм - екатерина - императрица,1,88,0.7727272727272727,0.6022727272727273,0.0,0.011363636363636364,,,
порнофильм полиция маями,1,89,0.7303370786516854,0.5168539325842697,0.0,0.0,,,
порнофильм приличный для мужа,1,86,0.8372093023255814,0.7325581395348837,0.0,0.0,,,
про Красную Шапочку,1,165,0.41818181818181815,0.18787878787878787,0.0,0.012121212121212121,,2024.0,2024.0
реги,1,244,0.4672131147540984,0.3360655737704918,0.0,0.00819672131147541,"anger:1,joy:1",2001.0,2001.0
ромд aka рэм Дигга,1,203,0.7339901477832512,0.5665024630541872,0.009852216748768473,0.034482758620689655,"joy:4,anger:1,surprise:1",,
рэм дига,1,421,0.667458432304038,0.5249406175771971,0.009501187648456057,-0.0166270783847981,"fear:3,anger:1,joy:1",,
сатана печет блины,1,245,0.5183673469387755,0.3877551020408163,0.0,0.004081632653061225,"joy:2,sadness:1",2012.0,2012.0
секс on line веб камера,1,72,0.8333333333333334,0.6944444444444444,0.0,0.0,,,
скрудж,1,212,0.3867924528301887,0.21226415094339623,0.0,0.0,,,
слушай экзорцист,1,98,0.5714285714285714,0.42857142857142855,0.0,0.2653061224489796,joy:28,2013.0,2013.0
снятся в порнофильме,1,281,0.6512455516014235,0.498220640569395,0.0,0.0035587188612099642,"fear:1,joy:1,surprise:1",,
тбили,1,383,0.4177545691906005,0.27676240208877284,0.005221932114882507,0.02610966057441253,"joy:8,sadness:2",,
толик + ак 47,1,365,0.44931506849315067,0.29863013698630136,0.0136986301369863,-0.0027397260273972603,"fear:1,joy:1",,
трол фейс,1,154,0.3051948051948052,0.21428571428571427,0.0,0.05844155844155844,"joy:12,fear:2,sadness:1",,
ханна,1,311,0.2990353697749196,0.15434083601286175,0.0,0.022508038585209004,"fear:9,joy:2",,
черниковская хата,1,76,0.6842105263157895,0.5263157894736842,0.0,0.013157894736842105,joy:1,,
это девка словно пуля,1,336,0.5238095238095238,0.34523809523809523,0.026785714285714284,0.023809523809523808,"joy:7,fear:1",2021.0,2021.0
я дура миша,1,255,0.5882352941176471,0.44313725490196076,0.0,0.027450980392156862,"joy:7,anger:2,sadness:2",,
ღ Крек,1,278,0.658273381294964,0.5215827338129496,0.0,0.0035971223021582736,"joy:5,sadness:4,anger:1",,
†.чЁ за трЕк.†,1,120,0.5166666666666667,0.30833333333333335,0.0,0.03333333333333333,joy:4,,
•АК-47,1,286,0.6608391608391608,0.534965034965035,0.0034965034965034965,0.013986013986013986,"joy:4,sadness:1,surprise:1",,
┴═╦╕ АК 47,1,214,0.48598130841121495,0.3317757009345794,0.0,0.009345794392523364,joy:2,,
┴═╦╕Витя АК-47,1,589,0.5840407470288624,0.4244482173174873,0.011884550084889643,0.001697792869269949,"disgust:1,joy:1,sadness:1",,
▂▃▅▆▇the Chemodan,1,377,0.6631299734748011,0.5384615384615384,0.023872679045092837,0.010610079575596816,"joy:4,disgust:1,fear:1",,
█ Ак-47,1,483,0.4616977225672878,0.36024844720496896,0.09523809523809523,-0.016563146997929608,"disgust:14,joy:4",,
►25/17,1,270,0.5777777777777777,0.4185185185185185,0.0,0.014814814814814815,joy:2,,
►АК-47,1,286,0.6608391608391608,0.534965034965035,0.0034965034965034965,0.013986013986013986,"joy:4,sadness:1,surprise:1",,
●,1,145,0.4689655172413793,0.2896551724137931,0.006896551724137931,0.041379310344827586,joy:6,,
◘ Легенды Про,1,361,0.518005540166205,0.3601108033240997,0.013850415512465374,0.013850415512465374,"joy:2,disgust:1",,
★ Ак-47 ★,1,147,0.7687074829931972,0.6258503401360545,0.0,0.006802721088435374,"joy:2,fear:1",,
☜❶☞ 25/17,1,298,0.5167785234899329,0.3859060402684564,0.0,0.020134228187919462,"joy:6,fear:1,sadness:1",,
♡ Акула ♡,1,137,0.4306569343065693,0.26277372262773724,0.0,-0.043795620437956206,"sadness:17,joy:9,anger:1",,
♨♨♨Детская песня♨♨♨,1,158,0.6075949367088608,0.45569620253164556,0.0,-0.02531645569620253,"fear:3,anger:1,disgust:1",,
✰ Егор Крид,1,167,0.5508982035928144,0.32934131736526945,0.0,0.023952095808383235,"joy:5,sadness:1",,
✵ Бек✵,1,499,0.4789579158316633,0.34468937875751504,0.0,0.03006012024048096,"joy:16,fear:2,sadness:1",,
❡АК-47,1,237,0.48945147679324896,0.35443037974683544,0.0,0.03375527426160337,"joy:9,sadness:2,anger:1",,
➨ Levon,1,287,0.5435540069686411,0.3902439024390244,0.0,0.013937282229965157,"fear:2,joy:2,surprise:1",,
